name,category,addres_full,website,phone_number,rating,review_count,longitude,latitude,provinsi
Rumah Bicara Bintaro - Konseling dengan Psikolog di Jakarta Selatan,Psychologist,"rumah bicara bintaro - konseling dengan psikolog di jakarta selatan, jl. merak iv blok n3 no.23 , rt.2/rw.8, bintaro, kec. pesanggrahan, kota jakarta selatan, jakarta, daerah khusus ibukota jakarta 12330, indonesia",https://bicarakan.id/,+62 819-1000-9224,0.0,104.0,106.7543196,-6.2739658,DKI Jakarta
Dayego Consulting & Academy | PT Daya Insani,Psychologist,"dayego consulting & academy | pt daya insani, jl. ciputat raya, cireundeu, ciputat timur, south tangerang city, banten 15419, indonesia",http://dayainsani.com/,+62 851-5520-6096,4.0,1.0,106.7601174,-6.3041441,Banten
Klinik Anakku dan Terapi Anak Berkebutuhan Khusus,Psychologist,"klinik anakku dan terapi anak berkebutuhan khusus, ruko golden madrid 2, jl. letnan sutopo no.8 blok i, rw. mekar jaya, kec. serpong, kota tangerang selatan, banten 15318, indonesia",http://klinikanakku-bsd.com/,tidak diketahui,0.0,179.0,106.6867585,-6.304806,Banten
NIDO - Development Center & Psychology Services (Ruko Madrid),Psychologist,"nido - development center & psychology services (ruko madrid), ruko golden madrid 2, jl. letnan sutopo 1, blok d-11, rw. mekar jaya, kec. serpong, kota tangerang selatan, banten 15310, indonesia",https://www.nidopsikologi.com/,+62 898-9174-422,5.0,4.0,106.6860608,-6.3044353,Banten
Psikolog Kantor,Psychologist,"psikolog kantor, jl. raya rawa buntu no.121, rw. buntu, kec. serpong, kota tangerang selatan, banten 15318, indonesia",https://psikologkantor.com/,+62 812-8224-8824,5.0,5.0,106.6802259,-6.3175489,Banten
Dewantara Psychology Consultant,Psychologist,"dewantara psychology consultant, vila rizki ilhami, jl. mubarokah raya no.12 blok a8, bojong nangka, kec. klp. dua, kabupaten tangerang, banten 15810, indonesia",tidak diketahui,tidak diketahui,5.0,5.0,106.6048773,-6.2490951,Banten
Praktek Psikolog Fatma Nur Aqmarina,Psychologist,"praktek psikolog fatma nur aqmarina, jl. joe klp. tiga gg. h. salam no.39, rt.1/rw.3, jagakarsa, kec. jagakarsa, kota jakarta selatan, daerah khusus ibukota jakarta 12620, indonesia",tidak diketahui,+62 856-9796-1197,0.0,19.0,106.8297196,-6.3232623,DKI Jakarta
HANABITA Sawangan Praktik Psikolog dan Pusat Terapi Tumbuh Kembang Anak,Psychologist,"hanabita sawangan praktik psikolog dan pusat terapi tumbuh kembang anak, jl. pahlawan no.86, cinangka, sawangan, depok city, west java 16516, indonesia",http://www.hanabita.com/,+62 877-8828-3336,5.0,14.0,106.7544025,-6.3678294,Banten
Tunas Psikologi,Psychologist,"tunas psikologi, 1 blok i 1 no, jl. anggur raya no.3a, east pamulang, pamulang, south tangerang city, banten 15417, indonesia",tidak diketahui,+62 877-1199-0977,5.0,2.0,106.7393049,-6.3572591,Banten
Biro Psikologi et.home,Psychologist,"biro psikologi et.home, jl. w r supratman no.65c, pd. ranji, kec. ciputat tim., kota tangerang selatan, banten 15412, indonesia",https://www.instagram.com/et.home.psi?igsh=MXJiYWtwaWdraW96Mw==,+62 822-4985-9880,5.0,7.0,106.7458541,-6.2907997,Banten
Ruang Tumbuh Jakarta Selatan,Psychologist,"ruang tumbuh jakarta selatan, jl. pinang raya no.34 2, rt.2/rw.2, pd. labu, kec. cilandak, kota jakarta selatan, daerah khusus ibukota jakarta 12450, indonesia",tidak diketahui,+62 822-4909-0241,5.0,2.0,106.7961823,-6.3085357,DKI Jakarta
"Klinik Psikoneurologi Metakognisi, Tes Psikologi, Neuropsikologi, Intervensi & PKBM Homeschooling",Mental health clinic,"klinik psikoneurologi metakognisi, tes psikologi, neuropsikologi, intervensi & pkbm homeschooling, jl. permata mediterania raya, rt.9/rw.3, srengseng, kec. kembangan, kota jakarta barat, daerah khusus ibukota jakarta 11630, indonesia",tidak diketahui,+62 821-2504-2534,0.0,14.0,106.7634995,-6.2211447,DKI Jakarta
LPT Solusi Depok,Psychologist,"lpt solusi depok, kav. 25 no.25m, rt.1/rw.1, ciganjur, kec. jagakarsa, kota jakarta selatan, daerah khusus ibukota jakarta 12620, indonesia",http://www.lptsolusibanten.com/,+62 877-7720-0782,0.0,18.0,106.8061543,-6.3263781,DKI Jakarta
LP2K [Layanan Psikologi Penjurusan & Karir],Psychologist,"lp2k [layanan psikologi penjurusan & karir], jl. dahlia no.67 kavling b, rt.04/rw.no.67, serua, kec. pamulang, kota tangerang selatan, banten 15414, indonesia",https://lp2k.co.id/,+62 812-9681-9577,0.0,15.0,106.7141711,-6.3133729,Banten
Biro Psikologi Madre Consulting,Psychologist,"biro psikologi madre consulting, jl. depsos raya no.13b, bintaro, pesanggrahan, south jakarta city, jakarta 12330, indonesia",https://wa.me/6282113244277,tidak diketahui,5.0,6.0,106.7643098,-6.2636299,DKI Jakarta
Praktek Psikolog Indonesia Thamrin,Psychologist,"qrrw+f6x praktek psikolog indonesia thamrin, ps. manggis, kecamatan setiabudi, kota jakarta selatan, daerah khusus ibukota jakarta, indonesia",https://praktekpsikolog.com/,+62 878-8718-4585,0.0,13.0,106.845599,-6.2087634,DKI Jakarta
Bileva Konsultasi Dan Terapi Psikologi,Psychologist,"bileva konsultasi dan terapi psikologi, jl. waru no.46, rt.2/rw.3, kampung tengah, kramat jati, east jakarta city, jakarta 13520, indonesia",tidak diketahui,+62 859-5966-6535,0.0,65.0,106.8577954,-6.2933776,DKI Jakarta
Edelweiss Psychology Consulting,Psychologist,"edelweiss psychology consulting, mas permai 1, jl. nusantara no.20, rt.06/rw.rt.05, cimone jaya, karawaci, tangerang city, banten 15114, indonesia",tidak diketahui,+62 812-9998-9123,5.0,4.0,106.614505,-6.1888246,Banten
Al-Birra Clinic & Consulting Psychology,Psychologist,"al-birra clinic & consulting psychology, jl. rusun bci raya no.7, rt.7/rw.14, cengkareng tim., kecamatan cengkareng, kota jakarta barat, daerah khusus ibukota jakarta 11730, indonesia",tidak diketahui,+62 851-7448-0805,5.0,2.0,106.7377944,-6.1342612,DKI Jakarta
Indonesian Psychological Healthcare Center - IndoPsyCare,Psychologist,"indonesian psychological healthcare center - indopsycare, scbd, one pacific place, 11th floor, unit 66 sudirman central business district, jl. jend. sudirman kav 52-53, rt.5/rw.3, senayan, kec. kby. baru, kota jakarta selatan, daerah khusus ibukota jakarta 12190, indonesia",http://www.indopsycare.com/,+62 812-1511-3685,0.0,108.0,106.8098337,-6.2234878,DKI Jakarta
INDONESIA SEHAT Biro Psikologi dan Konsultasi : Jasa Psikolog,Psychologist,"indonesia sehat biro psikologi dan konsultasi : jasa psikolog, bekasi 17414, jl. masjid rw. bacang jl. mawar melati no.24, jatirahayu, kec. pd. melati, kota bks, jawa barat 17414, indonesia",https://sites.google.com/view/indonesia-sehat-psikologi,+62 878-8586-3394,0.0,245.0,106.9288011,-6.2961218,Jawa Barat
Praktek Psikolog Dianda Azani,Psychologist,"praktek psikolog dianda azani, jl. duren tiga indah iv no.g 23 a, rt.5/rw.7, duren tiga, pancoran, south jakarta city, jakarta 12760, indonesia",http://www.azanidianda.com/,+62 878-7051-9230,5.0,14.0,106.8455826,-6.2540911,DKI Jakarta
Layanan Psikologi Ruang Mekar Azlia,Psychologist,"layanan psikologi ruang mekar azlia, jl. raya duta pelni no.14, tugu, cimanggis, depok city, west java 16951, indonesia",https://www.instagram.com/ruangmekar.azlia/,+62 811-1430-255,5.0,28.0,106.8552917,-6.372592,Banten
ADITI PSYCHOLOGICAL CENTER,Psychologist,"aditi psychological center, komplek perkantoran, jl. kalibata tengah no.35 c, rt.11/rw.7, kalibata, kec. pancoran, kota jakarta selatan, daerah khusus ibukota jakarta 12740, indonesia",http://www.aditipsychocenter.com/,+62 812-1290-9085,0.0,689.0,106.830339,-6.261887,DKI Jakarta
AMG CLINIC - Klinik Tumbuh Kembang Anak & Klinik Psikologi,Psychologist,"amg clinic - klinik tumbuh kembang anak & klinik psikologi, jl. mesjid bendungan no.28a, rt.2/rw.7, cawang, kramat jati, east jakarta city, jakarta 13630, indonesia",http://amgclinic.co.id/,+62 851-0140-3939,0.0,128.0,106.866219,-6.254155,DKI Jakarta
Praktek Psikolog Indonesia Cab Menteng,Psychologist,"praktek psikolog indonesia cab menteng, infiniti office, menara cakrawala, jl. m.h. thamrin no.9 12th floor unit 5a, rt.2/rw.1, kb. sirih, kec. menteng, kota jakarta pusat, daerah khusus ibukota jakarta 10340, indonesia",tidak diketahui,+62 878-8718-4585,0.0,8.0,106.8237987,-6.1864367,DKI Jakarta
Praktek Psikolog Yunda,Psychologist,"praktek psikolog yunda, jl. wr. supratman no.36, kandang limun, kec. muara bangka hulu, kota bengkulu, bengkulu 38119, indonesia",tidak diketahui,+62 812-1470-3573,0.0,14.0,102.2715469,-3.7633548,Bengkulu
CV. Psikologi Ceria,Psychologist,"cv. psikologi ceria, jl. bumi ayu raya no.5, rt.006/rw.005, bumiayu, kec. selebar, kota bengkulu, bengkulu 38212, indonesia",https://www.instagram.com/psikologiceria?igsh=MTk4M29sam5pYWlmMw==,+62 853-8484-7854,5.0,53.0,102.3204745,-3.8554899,Bengkulu
"Biro Konsultasi Psikologi ""Hijau"" Bengkulu",Psychologist,"biro konsultasi psikologi ""hijau"" bengkulu, jl. gelatik raya no.125, cempaka permai, gading cempaka, bengkulu city, bengkulu 38211, indonesia",tidak diketahui,tidak diketahui,5.0,1.0,102.3086712,-3.8371725,Bengkulu
Teras Psikologi Bengkulu,Psychologist,"teras psikologi bengkulu, jl. danau no.20, panorama, kec. singaran pati, kota bengkulu, bengkulu 38224, indonesia",tidak diketahui,+62 898-4996-313,5.0,1.0,102.2925005,-3.8116825,Bengkulu
LOGIA PROJECT,Mental health service,"logia project, jl. teratai indah no.blok a1, suka rami, selebar, bengkulu city, bengkulu 38211, indonesia",tidak diketahui,+62 821-7144-1525,5.0,57.0,102.3337897,-3.832529,Bengkulu
CV. Cahaya psikologi,Psychologist,"cv. cahaya psikologi, jl. re. martadinata, sumber jaya, kec. kp. melayu, kota bengkulu, bengkulu 38216, indonesia",tidak diketahui,+62 812-1411-7719,3.0,2.0,102.3163282,-3.8848063,Bengkulu
Klinik Hipnoterapi,Mental health clinic,"6748+6vx klinik hipnoterapi, jl. kz abidin ii, belakang pd., kec. ratu samban, kota bengkulu, bengkulu 38222, indonesia",http://www.hipnoterapi-bengkulu.blogspot.com/,+62 812-7333-1119,5.0,1.0,102.2672486,-3.7943882,Bengkulu
Klinik Hipnoterapi Bengkulu,Mental health clinic,"58c9+58q klinik hipnoterapi bengkulu, jl. hibrida xiii, sumur dewa, kec. selebar, kota bengkulu, bengkulu 38211, indonesia",http://www.hipnoterapi-bengkulu.blogspot.com/,+62 812-7333-1119,0.0,4.0,102.3183512,-3.8295363,Bengkulu
Biro Psikologi PT. Jogja Consultant Cabang Bengkulu,Psychologist,tidak diketahui,tidak diketahui,+62 822-7919-2110,5.0,9.0,102.3045787,-3.8253459,Bengkulu
"Praktek Psikolog Sri Ayu M Kurniawati, M. Psi., Psikolog",Psychologist,"praktek psikolog sri ayu m kurniawati, m. psi., psikolog, jl. duku, libuo, kota barat, kota gorontalo, gorontalo 96263, indonesia",tidak diketahui,+62 812-6770-4788,5.0,12.0,123.0446433,0.5555439,Gorontalo
Tes STIFIn Gorontalo,Psychotherapist,"tes stifin gorontalo, kompleks masjid baitussalam, jl. h. u. mootalu, pantungo, kec. telaga biru, kabupaten gorontalo, gorontalo 96181, indonesia",tidak diketahui,+62 813-5613-9331,3.0,2.0,123.0377424,0.5909366,Gorontalo
Praktek Psikolog Aurora Putri Astari,Psychologist,"praktek psikolog aurora putri astari, 5, jl. teratai no.42, rt.5/rw.3, sunter agung, ibu, jkt utara, daerah khusus ibukota jakarta 14350, indonesia",http://www.triditalentaindonesia.com/,+62 813-7345-4789,5.0,233.0,106.8526043,-6.128207,DKI Jakarta
Smart Mind center Consulting,Mental health clinic,"smart mind center consulting, mediterania garden residences 2, tower edelweis, jl. tanjung duren timur no.2, west jakarta city, jakarta 11470, indonesia",http://smartmindcenterconsulting.com/,+62 813-1828-7148,0.0,63.0,106.7881152,-6.177454,DKI Jakarta
Yayasan Praktek Psikolog Indonesia Cabang Rawamangun,Psychologist,"yayasan praktek psikolog indonesia cabang rawamangun, gedung east square business centre, antara bank mandiri dan ace hardware/az.ko, jl. pemuda no.65 lt.1, rawamangun, kec. pulo gadung, kota jakarta timur, daerah khusus ibukota jakarta 13220, indonesia",http://www.praktekpsikolog.com/,+62 812-1249-3404,0.0,18.0,106.8944539,-6.1938756,DKI Jakarta
Insight Psikologi,Psychologist,"insight psikologi, jl. kamojang no.3a, rw.4, pulo gadung, east jakarta city, jakarta 13260, indonesia",https://insightpsikologi.com/,+62 877-7768-4348,0.0,72.0,106.899004,-6.1829701,DKI Jakarta
Psylution Indonesia Hayam Wuruk,Psychologist,"psylution indonesia hayam wuruk, jl. hayam wuruk no.99, maphar, kec. taman sari, jakarta, daerah khusus ibukota jakarta 11150, indonesia",http://www.psylution.id/,+62 877-8559-0200,5.0,54.0,106.8180771,-6.1540406,DKI Jakarta
Kasandra & Associates,Psychologist,"kasandra & associates, jl. kramat pela no.210 11, rt.11/rw.7, pulo, kec. kby. baru, kota jakarta selatan, daerah khusus ibukota jakarta 12160, indonesia",http://www.kasandraassociates.com/,+62 21 7392068,0.0,43.0,106.7946614,-6.2503273,DKI Jakarta
Passion Konsultan Psikologi,Psychologist,"passion konsultan psikologi, jl. boulevard timur jl. klp. gading no.39 blk ne1, klp. gading bar., kec. klp. gading, jkt utara, daerah khusus ibukota jakarta 14250, indonesia",http://passionkonsultan.wixsite.com/jasa-psikolog,+62 813-1915-5766,0.0,79.0,106.913361,-6.1651126,DKI Jakarta
Klinik Psikologi SAHABATKU,Psychologist,"klinik psikologi sahabatku, https://maps.app.goo.gl/jgnxusbtekrtsrgt5, blok ae no.20, jl. cipinang elok, cipinang muara, jatinegara, east jakarta city, jakarta 13420, indonesia",https://sahabatku.icreativelabs.com/front/welcome-message-remaja,+62 811-1001-4631,5.0,14.0,106.8862033,-6.2236457,DKI Jakarta
PT. Nirmala Satya Development,Psychologist,"pt. nirmala satya development, pt. kokek, jl. m.h. thamrin no.5a 12th floor unit, kb. sirih, kec. menteng, kota jakarta pusat, daerah khusus ibukota jakarta 10340, indonesia",https://nsd.id/,+62 858-4024-3364,0.0,56.0,106.8237905,-6.1864671,DKI Jakarta
Personal Growth Counseling - Konseling dan Psikoterapi dengan Psikolog Klinis,Psychologist,"personal growth counseling - konseling dan psikoterapi dengan psikolog klinis, rukan aries niaga, jl. taman aries blok a1 no.1b, rt.5/rw.9, north meruya, kembangan, west jakarta city, jakarta 11620, indonesia",https://personalgrowth.co.id/,+62 21 58903862,0.0,68.0,106.7440962,-6.1923586,DKI Jakarta
Yayasan Praktek Psikolog Indonesia Cabang Cideng,Psychologist,"yayasan praktek psikolog indonesia cabang cideng, gapura office cideng, jl. suryopranoto no.14, rt.14/rw.8, petojo utara, kecamatan gambir, jakaerta pusat, daerah khusus ibukota jakarta 10130, indonesia",http://www.praktekpsikolog.com/,+62 812-1345-8601,5.0,8.0,106.8182973,-6.1699467,DKI Jakarta
Yayasan Praktek Psikolog Indonesia Cabang Pantai Indah Kapuk,Psychologist,"yayasan praktek psikolog indonesia cabang pantai indah kapuk, arcade bussiness center 6th floor unit 6-03 jl. pantai indah utara 2 kav. c1 pik, kec. penjaringan, daerah khusus ibukota jakarta 14460, indonesia",http://www.praktekpsikolog.com/,+62 812-1345-8601,0.0,16.0,106.7567786,-6.116601,DKI Jakarta
Tridi Talenta Indonesia,Psychologist,"biro psikologi & konsultan hrd pt tridi talenta indonesia (konsultasi & konseling dengan psikolog profesional, gedung graha sartika jl. dewi sartika no.357, cawang, kec. kramat jati, jakarta, daerah khusus ibukota jakarta 13630, indonesia",http://www.triditalentaindonesia.com/,+62 856-9333-4900,5.0,252.0,106.8653196,-6.2537676,DKI Jakarta
Clarity Psychology Center,Psychologist,"clarity psychology center, twospaces meruya - coworking space, rukan taman meruya, jl. batu mulia no.73, meruya utara, kec. kembangan, kota jakarta barat, daerah khusus ibukota jakarta 11620, indonesia",tidak diketahui,+62 858-4235-6658,5.0,30.0,106.7400838,-6.1926393,DKI Jakarta
Smile Consulting Indonesia,Mental health service,"smile consulting indonesia, biro psikologi jl. raya daan mogot no.63 5 5, rt.5/rw.1, tj. duren utara, kec. grogol petamburan, kota jakarta barat, daerah khusus ibukota jakarta 11470, indonesia",http://www.smileconsultingindonesia.com/,+62 818-0676-7555,0.0,4827.0,106.7817314,-6.1656813,DKI Jakarta
"Tempat Psikotes, Tes Iq, Tes Minat Bakat, Tes Kepribadian",Psychologist,"tempat psikotes, tes iq, tes minat bakat, tes kepribadian, jl. mesjid bend. ii no.54, cawang, kec. kramat jati, kota jakarta timur, daerah khusus ibukota jakarta 13630, indonesia",http://www.tesiq.net/,+62 853-7430-3939,0.0,216.0,106.8662786,-6.2544012,DKI Jakarta
Biro Psikologi Arsanara Development Partner Jakarta,Psychologist,"biro psikologi arsanara development partner jakarta, plaza kaha, jl. kh abdul syafei no.20, bukit duri, tebet, south jakarta city, jakarta 12740, indonesia",http://www.arsanara.id/,+62 851-5700-5232,5.0,21.0,106.8555921,-6.2248483,DKI Jakarta
Tes Bakat STIFIn Jakarta,Psychologist,"tes bakat stifin jakarta, jl. tegalan no.34, rt.001/007, kota jakarta timur, daerah khusus ibukota jakarta 13140, indonesia",https://stifinplus.com/,+62 858-5218-9132,5.0,18.0,106.859942,-6.2020498,DKI Jakarta
PSIKOLOGI KITA KONSULTING,Psychologist,"psikologi kita konsulting, jl. cililitan kecil ii no.38, rt.11/rw.7, cililitan, kramat jati, east jakarta city, jakarta 13640, indonesia",tidak diketahui,+62 815-1916-4649,0.0,18.0,106.8625613,-6.260274,DKI Jakarta
Griya Jiva Pranacitra,Psychologist,"griya jiva pranacitra, jl. moh. kahfi 1 no.123 d, ciganjur, kec. jagakarsa, kota jakarta selatan, daerah khusus ibukota jakarta 12620, indonesia",tidak diketahui,+62 821-2380-9321,5.0,40.0,106.8090259,-6.3296803,DKI Jakarta
Lingkar Psikologi Jakarta (Konseling Corner),Mental health service,"lingkar psikologi jakarta (konseling corner), jl. medan merdeka sel. no.11, gambir, central jakarta city, jakarta 10110, indonesia",https://instagram.com/psycircle.id,+62 895-0417-3418,5.0,5.0,106.8248018,-6.1816849,DKI Jakarta
Praktek Psikolog Indonesia Kelapa Gading,Psychologist,"praktek psikolog indonesia kelapa gading, ruko bukit gading mediterania kel no.1, rt.1/rw.7, klp. gading bar., kec. klp. gading, daerah khusus ibukota jakarta 14240, indonesia",tidak diketahui,+62 878-8718-4585,5.0,3.0,106.8949811,-6.1580995,DKI Jakarta
"Praktik Mandiri Fenny Junita, M.Psi, Psikolog",Psychologist,"praktik mandiri fenny junita, m.psi, psikolog, jl. kramat jaya baru no.8 8, rt.8/rw.2, johar baru, kec. johar baru, kota jakarta pusat, daerah khusus ibukota jakarta 10550, indonesia",http://wa.me/6287886684920,tidak diketahui,5.0,1.0,106.8542696,-6.1812948,DKI Jakarta
PSIKOLOG ANAK REMAJA DAN KELUARGA BUNDA LUCY,Psychologist,"psikolog anak remaja dan keluarga bunda lucy, komplek perumahan ptb, jl. duren sawit barat jl. bisma v no.mor 1 blok d 3, klender, kec. duren sawit, kota jakarta timur, daerah khusus ibukota jakarta 13470, indonesia",http://www.smartalent.id/,+62 858-2929-3939,0.0,29.0,106.9124508,-6.222998,DKI Jakarta
Pusat Pelayanan Psikologi Natan,Psychologist,"pusat pelayanan psikologi natan, jl. batu tulis vii no.7, rt.1/rw.2, kb. klp., kecamatan gambir, kota jakarta pusat, daerah khusus ibukota jakarta 10130, indonesia",tidak diketahui,+62 21 3442708,5.0,3.0,106.8250962,-6.1640927,DKI Jakarta
